"Genome","HMM.Profile","Trimmed.Profile","Substrates","Source","E.Value","Coverage","HMM.Profile.Number"
"F1_NM4","GH95","GH95","host glycan, pectin, xylan, xyloglucan, host glycan","plant,animal,mucin","1.4e-288","0.97783933518",95
"F1_NM4","GH43_10","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.1e-103","0.992619926199",43
"F1_NM4","GH89","GH89","host glycan","animal,mucin","3e-251","0.993966817496",89
"F1_NM4","GH67","GH67","xylan","plant","2.5e-264","0.874439461883",67
"F1_NM4","GH10","GH10","alkaloid, beta-glucan, xylan",NA,"5.7e-22","0.673267326733",10
"F1_NM4","GH35","GH35","beta-galactan, chitin, pectin",NA,"3.4e-30","0.540716612378",35
"F1_NM4","GH30_8","GH30","arabinogalactan protein, beta-fucosides, beta-glucan, beta-glucuronan, host glycan, xylan",NA,"4.7e-97","0.909793814433",30
"F1_NM4","GH97","GH97","alpha-glucan",NA,"9.1e-160","0.9793977813",97
"F1_NM4","GH36","GH36","alpha-galactan, host glycan, raffinose","plant","9.9e-208","0.995639534884",36
"F1_NM4","GH43_12","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.5e-105","0.992882562278",43
"F1_NM4","GH31_4","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"6.7e-163","0.997701149425",31
"F1_NM4","GH10","GH10","alkaloid, beta-glucan, xylan",NA,"6.7e-101","0.980198019802",10
"F1_NM4","GH88","GH88","host glycan","animal","8.9e-92","0.696048632219",88
"F1_NM4","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","3.4e-63","0.976851851852",3
"F1_NM4","GH30_3","GH30","arabinogalactan protein, beta-fucosides, beta-glucan, beta-glucuronan, host glycan, xylan",NA,"2.3e-149","0.988009592326",30
"F1_NM4","GH43_1","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.8e-138","0.983713355049",43
"F1_NM4","GH32","GH32","fructan","sucrose","2.6e-86","0.982935153584",32
"F1_NM4","GH32","GH32","fructan","sucrose","8.4e-100","0.962457337884",32
"F1_NM4","GH78","GH78","alpha-rhamnoside, pectin","plant","1.3e-143","0.990079365079",78
"F1_NM4","GH92","GH92","host glycan","animal","3.3e-180","0.995926680244",92
"F1_NM4","GH76","GH76","alpha-glucan, alpha-mannan",NA,"1.8e-40","0.796089385475",76
"F1_NM4","GH92","GH92","host glycan","animal","1.4e-175","0.979633401222",92
"F1_NM4","GH76","GH76","alpha-glucan, alpha-mannan",NA,"1.7e-53","0.837988826816",76
"F1_NM4","GH18","GH18","chitin, host glycan, peptidoglycan","animal,fungal","5.3e-67","0.969594594595",18
"F1_NM4","GH13_37","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.5e-102","0.984076433121",13
"F1_NM4","GH92","GH92","host glycan","animal","2e-153","0.995926680244",92
"F1_NM4","GH13_47","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","5.9e-111","0.987179487179",13
"F1_NM4","GH23","GH23","chitin, peptidoglycan","pg","1.3e-23","0.837037037037",23
"F1_NM4","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","2.6e-69","0.976851851852",3
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.7e-135","0.615691489362",2
"F1_NM4","GH31_4","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"3.4e-181","0.997701149425",31
"F1_NM4","GH5_4","GH5","arabinan, arabinogalactan protein, beta-glucan, beta-glycan, beta-mannan, cellulose, chitin, chitosan, glycolipid, polyphenol, xylan, xyloglucan","plant,fungal","1.6e-98","0.992753623188",5
"F1_NM4","GH95","GH95","host glycan, pectin, xylan, xyloglucan, host glycan","plant,animal,mucin","1.6e-261","0.990304709141",95
"F1_NM4","GH29","GH29","host glycan","plant,animal,mucin","7e-101","0.919075144509",29
"F1_NM4","GH43_4","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","4e-88","0.993769470405",43
"F1_NM4","GH43_4","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.8e-84","0.993769470405",43
"F1_NM4","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","5.9e-70","0.995652173913",16
"F1_NM4","GH5_46","GH5","arabinan, arabinogalactan protein, beta-glucan, beta-glycan, beta-mannan, cellulose, chitin, chitosan, glycolipid, polyphenol, xylan, xyloglucan","plant,fungal","5.1e-98","0.977099236641",5
"F1_NM4","GH24","GH24","peptidoglycan","pg","2.7e-18","0.934306569343",24
"F1_NM4","GH5_2","GH5","arabinan, arabinogalactan protein, beta-glucan, beta-glycan, beta-mannan, cellulose, chitin, chitosan, glycolipid, polyphenol, xylan, xyloglucan","plant,fungal","2.5e-84","0.987341772152",5
"F1_NM4","GH43_19","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.7e-75","0.96943231441",43
"F1_NM4","GH43_34","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.1e-90","0.996428571429",43
"F1_NM4","GH97","GH97","alpha-glucan",NA,"3.5e-162","0.984152139461",97
"F1_NM4","GH146","GH146","arabinan",NA,"4.6e-192","0.998011928429",146
"F1_NM4","GH88","GH88","host glycan","animal","1.1e-123","0.978723404255",88
"F1_NM4","GH43_10","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2e-102","0.9963099631",43
"F1_NM4","GH31_4","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"3.3e-164","0.997701149425",31
"F1_NM4","GH18","GH18","chitin, host glycan, peptidoglycan","animal,fungal","1.6e-55","0.672297297297",18
"F1_NM4","GH43_7","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.3e-155","0.9963099631",43
"F1_NM4","GH43_2","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.9e-133","0.996389891697",43
"F1_NM4","GH8","GH8","beta-glucan, cellulose, chitosan, xylan","plant,fungal","1.8e-80","0.925",8
"F1_NM4","GH43_29","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","5.9e-107","0.992805755396",43
"F1_NM4","GH66","GH66","alpha-glucan","dextran","9.5e-185","0.992805755396",66
"F1_NM4","GH97","GH97","alpha-glucan",NA,"1.5e-260","0.990491283677",97
"F1_NM4","GH130_1","GH130","beta-mannan",NA,"1.9e-173","0.996805111821",130
"F1_NM4","GH26","GH26","beta-glucan, beta-mannan, xylan","plant","3.9e-55","0.765676567657",26
"F1_NM4","GH26","GH26","beta-glucan, beta-mannan, xylan","plant","1.5e-86","0.990099009901",26
"F1_NM4","GH5_7","GH5","arabinan, arabinogalactan protein, beta-glucan, beta-glycan, beta-mannan, cellulose, chitin, chitosan, glycolipid, polyphenol, xylan, xyloglucan","plant,fungal","4.3e-97","0.993079584775",5
"F1_NM4","GH36","GH36","alpha-galactan, host glycan, raffinose","plant","1.8e-209","0.997093023256",36
"F1_NM4","GH27","GH27","alpha-galactan, arabinogalactan protein, host glycan, raffinose, starch","plant","1.6e-69","0.96943231441",27
"F1_NM4","GH13_37","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","7.6e-101","0.984076433121",13
"F1_NM4","GH13_28","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","1.2e-100","0.993031358885",13
"F1_NM4","GH35","GH35","beta-galactan, chitin, pectin",NA,"1.9e-118","0.990228013029",35
"F1_NM4","GH43_3","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","5e-105","0.996677740864",43
"F1_NM4","GH28","GH28","pectin","plant","3.2e-69","0.926153846154",28
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","6.4e-111","0.613031914894",2
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.1e-58","0.6875",2
"F1_NM4","GH31_15","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"3.5e-170","0.99765258216",31
"F1_NM4","GH97","GH97","alpha-glucan",NA,"9.3e-206","0.992076069731",97
"F1_NM4","GH92","GH92","host glycan","animal","1.7e-171","0.9816700611",92
"F1_NM4","GH84","GH84","host glycan","animal,mucin","1.1e-103","0.993220338983",84
"F1_NM4","GH133","GH133","glycogen",NA,"1.3e-89","0.983870967742",133
"F1_NM4","GH57","GH57","alpha-galactan, alpha-glucan, beta-glucan, starch","starch","8e-53","0.806788511749",57
"F1_NM4","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","3.2e-174","0.993103448276",51
"F1_NM4","GH43_9","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.1e-120","0.985185185185",43
"F1_NM4","GH43_19","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.1e-73","0.978165938865",43
"F1_NM4","GH43_26","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","2.3e-74","0.979591836735",43
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","2.1e-95","0.551861702128",2
"F1_NM4","GH130_5","GH130","beta-mannan",NA,"3.3e-158","0.996951219512",130
"F1_NM4","GH173","GH173","pectin",NA,"8.8e-75","0.996078431373",173
"F1_NM4","GH173","GH173","pectin",NA,"1.2e-77","0.996078431373",173
"F1_NM4","GH26","GH26","beta-glucan, beta-mannan, xylan","plant","4.7e-59","0.970297029703",26
"F1_NM4","GH53","GH53","arabinogalactan protein","plant","4.4e-88","0.900584795322",53
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.1e-108","0.601063829787",2
"F1_NM4","GH23","GH23","chitin, peptidoglycan","pg","1.1e-20","0.8",23
"F1_NM4","GH31_15","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"2.7e-177","0.99765258216",31
"F1_NM4","GH25","GH25","peptidoglycan","pg","1.7e-41","0.994350282486",25
"F1_NM4","GH43_31","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","6.7e-91","0.973977695167",43
"F1_NM4","GH51_2","GH51","arabinan, beta-glucan, xylan","plant","3.3e-165","0.995402298851",51
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","6.5e-117","0.594414893617",2
"F1_NM4","GH30_4","GH30","arabinogalactan protein, beta-fucosides, beta-glucan, beta-glucuronan, host glycan, xylan",NA,"8.8e-166","0.989816700611",30
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.9e-54","0.586436170213",2
"F1_NM4","GH13_8","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","6.1e-162","0.99375",13
"F1_NM4","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","2.6e-56","0.962962962963",3
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.3e-113","0.594414893617",2
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","9.5e-223","0.974734042553",2
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","2.6e-221","0.966755319149",2
"F1_NM4","GH77","GH77","starch","starch","3.9e-145","0.97975708502",77
"F1_NM4","GH125","GH125","alpha-mannan",NA,"1.4e-178","0.995024875622",125
"F1_NM4","GH31_4","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"7.8e-164","0.995402298851",31
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","2.4e-94","0.619680851064",2
"F1_NM4","GH175","GH175","beta-glucan",NA,"9.7e-38","0.984536082474",175
"F1_NM4","GH13_38","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","8.9e-158","0.99460916442",13
"F1_NM4","GH24","GH24","peptidoglycan","pg","1.8e-16","0.839416058394",24
"F1_NM4","GH73","GH73","peptidoglycan","pg","5e-34","0.9765625",73
"F1_NM4","GH109","GH109","host glycan","animal","6.1e-168","0.992481203008",109
"F1_NM4","GH28","GH28","pectin","plant","7.1e-29","0.763076923077",28
"F1_NM4","GH30_2","GH30","arabinogalactan protein, beta-fucosides, beta-glucan, beta-glucuronan, host glycan, xylan",NA,"2.7e-158","0.978102189781",30
"F1_NM4","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","1e-67","0.981481481481",3
"F1_NM4","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","2.4e-110","0.593085106383",2
"F1_NM4","GH43_1","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","1.9e-141","0.986970684039",43
"F1_NM4","GH10","GH10","alkaloid, beta-glucan, xylan",NA,"2.2e-101","0.990099009901",10
"F1_NM4","GH97","GH97","alpha-glucan",NA,"1.9e-161","0.977812995246",97
"F1_NM4","GH5_21","GH5","arabinan, arabinogalactan protein, beta-glucan, beta-glycan, beta-mannan, cellulose, chitin, chitosan, glycolipid, polyphenol, xylan, xyloglucan","plant,fungal","6.5e-123","0.952054794521",5
"F1_NM4","GH43_29","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","4.1e-118","0.992805755396",43
"F1_NM4","GH10","GH10","alkaloid, beta-glucan, xylan",NA,"2.5e-46","0.679867986799",10
"F1_NM4","GH43_12","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","5.7e-112","0.992882562278",43
"F1_NM4","GH146","GH146","arabinan",NA,"1.6e-197","0.996023856859",146
"F3_NM6","GH33","GH33","pectin, sialic acid","animal,mucin","1.9e-21","0.880116959064",33
"F3_NM6","GH77","GH77","starch","starch","4.5e-147","0.981781376518",77
"F3_NM6","GH20","GH20","exo-polysaccharide, host glycan, human milk polysaccharide","animal,fungal,mucin","2e-49","0.970326409496",20
"F3_NM6","GH133","GH133","glycogen",NA,"2.1e-87","0.978494623656",133
"F3_NM6","GH57","GH57","alpha-galactan, alpha-glucan, beta-glucan, starch","starch","1.6e-64","0.814621409922",57
"F3_NM6","GH23","GH23","chitin, peptidoglycan","pg","2.8e-24","0.859259259259",23
"F3_NM6","GH29","GH29","host glycan","plant,animal,mucin","1.1e-78","0.887283236994",29
"F3_NM6","GH85","GH85","host glycan","animal","8.4e-36","0.955555555556",85
"F3_NM6","GH92","GH92","host glycan","animal","7.1e-169","0.989816700611",92
"F3_NM6","GH109","GH109","host glycan","animal","2.5e-170","0.987468671679",109
"F3_NM6","GH20","GH20","exo-polysaccharide, host glycan, human milk polysaccharide","animal,fungal,mucin","3.7e-126","0.973293768546",20
"F3_NM6","GH92","GH92","host glycan","animal","1.3e-182","0.991853360489",92
"F3_NM6","GH33","GH33","pectin, sialic acid","animal,mucin","2.7e-92","0.964912280702",33
"F3_NM6","GH33","GH33","pectin, sialic acid","animal,mucin","5.5e-84","0.93567251462",33
"F3_NM6","GH32","GH32","fructan","sucrose","1.1e-65","0.996587030717",32
"F3_NM6","GH32","GH32","fructan","sucrose","2.3e-87","0.986348122867",32
"F3_NM6","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.7e-81","0.518617021277",2
"F3_NM6","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.6e-82","0.718085106383",2
"F3_NM6","GH92","GH92","host glycan","animal","9.3e-161","0.995926680244",92
"F3_NM6","GH123","GH123","host glycan",NA,"2.1e-171","0.986988847584",123
"F3_NM6","GH13_14","GH13","alpha-glucan, glucosylglycerate, glucosylglycerol, glycogen, starch, sucrose, trehalose","starch","3.3e-121","0.996539792388",13
"F3_NM6","GH20","GH20","exo-polysaccharide, host glycan, human milk polysaccharide","animal,fungal,mucin","6.8e-119","0.976261127596",20
"F3_NM6","GH130_2","GH130","beta-mannan",NA,"2.6e-157","0.996666666667",130
"F3_NM6","GH92","GH92","host glycan","animal","6.3e-155","0.918533604888",92
"F3_NM6","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","7.2e-65","0.981481481481",3
"F3_NM6","GH110","GH110","host glycan","animal","7.8e-180","0.996350364964",110
"F3_NM6","GH43_10","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","3.4e-108","0.9963099631",43
"F3_NM6","GH28","GH28","pectin","plant","2.9e-81","0.932307692308",28
"F3_NM6","GH105","GH105","pectin, ulvan","animal","2.6e-111","0.981927710843",105
"F3_NM6","GH31_16","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"1e-231","0.997679814385",31
"F3_NM6","GH43_28","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","6.8e-103","0.981132075472",43
"F3_NM6","GH31_15","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"8.8e-165","0.99765258216",31
"F3_NM6","GH43_24","GH43","arabinan, arabinogalactan protein, beta-galactan, xylan","plant","5.9e-88","0.991869918699",43
"F3_NM6","GH16_3","GH16","agarose, arabinogalactan protein, beta-glucan, carrageenan, chitin, exo-polysaccharide, host glycan, porphyran, xyloglucan","plant,fungal","3.4e-60","0.991304347826",16
"F3_NM6","GH36","GH36","alpha-galactan, host glycan, raffinose","plant","4.9e-204","0.995639534884",36
"F3_NM6","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","2e-68","0.962962962963",3
"F3_NM6","GH84","GH84","host glycan","animal,mucin","1.7e-100","0.993220338983",84
"F3_NM6","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","1.9e-116","0.599734042553",2
"F3_NM6","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","7.7e-72","0.986111111111",3
"F3_NM6","GH3","GH3","arabinan, beta-glucan, chitin, host glycan, peptidoglycan, polyphenol, xylan, xyloglucan","plant,animal","3.7e-65","0.990740740741",3
"F3_NM6","GH2","GH2","alpha-mannan, arabinan, beta-galactan, beta-glucan, beta-glucuronan, beta-mannan, chitosan, host glycan, pectin, xylan","plant,animal,mucin","5e-90","0.547872340426",2
"F3_NM6","GH31","GH31","alpha-galactan, alpha-mannan, host glycan, polyphenol, starch, sucrose, xyloglucan",NA,"7.8e-125","0.997658079625",31
