locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALLENOCK_01996	CDS	297				hypothetical protein
ALLENOCK_01997	CDS	903				hypothetical protein
ALLENOCK_01998	CDS	2061				hypothetical protein
ALLENOCK_01999	CDS	3303	btuB_5			Vitamin B12 transporter BtuB
ALLENOCK_02000	CDS	2112				hypothetical protein
ALLENOCK_02001	CDS	1272				hypothetical protein
ALLENOCK_02002	CDS	3780				hypothetical protein
ALLENOCK_02003	CDS	1524	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
ALLENOCK_02004	tRNA	75				tRNA-Met(cat)
ALLENOCK_02005	CDS	2019	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
ALLENOCK_02006	CDS	591	infC		COG0290	Translation initiation factor IF-3
ALLENOCK_02007	CDS	195	rpmI		COG0291	50S ribosomal protein L35
ALLENOCK_02008	CDS	351	rplT			50S ribosomal protein L20
ALLENOCK_02009	CDS	1809		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
ALLENOCK_02010	CDS	1122	prfB_1		COG1186	Peptide chain release factor RF2
ALLENOCK_02011	CDS	786	argB	2.7.2.8	COG0548	Acetylglutamate kinase
ALLENOCK_02012	CDS	1629	pyrG	6.3.4.2		CTP synthase
ALLENOCK_02013	CDS	2112	yidC			Membrane protein insertase YidC
ALLENOCK_02014	CDS	1212	adh2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
ALLENOCK_02015	CDS	708				hypothetical protein
ALLENOCK_02016	CDS	1992	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
ALLENOCK_02017	CDS	2037				hypothetical protein
ALLENOCK_02018	CDS	282				hypothetical protein
ALLENOCK_02019	CDS	1296				hypothetical protein
ALLENOCK_02020	CDS	996				hypothetical protein
ALLENOCK_02021	CDS	876			COG1721	putative protein
ALLENOCK_02022	CDS	1056				hypothetical protein
ALLENOCK_02023	CDS	987				hypothetical protein
ALLENOCK_02024	CDS	1032				hypothetical protein
ALLENOCK_02025	CDS	843				hypothetical protein
ALLENOCK_02026	CDS	1803				hypothetical protein
ALLENOCK_02027	CDS	789				hypothetical protein
ALLENOCK_02028	CDS	261				hypothetical protein
ALLENOCK_02029	CDS	1140				hypothetical protein
ALLENOCK_02030	CDS	903				hypothetical protein
ALLENOCK_02031	CDS	1815				hypothetical protein
ALLENOCK_02032	CDS	2031	tkt	2.2.1.1		Transketolase
ALLENOCK_02033	CDS	1338	fucP_2		COG0738	L-fucose-proton symporter
ALLENOCK_02034	CDS	675			COG0325	Pyridoxal phosphate homeostasis protein
ALLENOCK_02035	CDS	447				hypothetical protein
ALLENOCK_02036	CDS	1752	pgcA	5.4.2.2		Phosphoglucomutase
ALLENOCK_02037	CDS	720				hypothetical protein
ALLENOCK_02038	CDS	999				hypothetical protein
ALLENOCK_02039	CDS	1152	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
ALLENOCK_02040	CDS	2370	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
ALLENOCK_02041	CDS	759		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
ALLENOCK_02042	CDS	1668	recN		COG0497	DNA repair protein RecN
ALLENOCK_02043	CDS	924				hypothetical protein
ALLENOCK_02044	CDS	1209	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
ALLENOCK_02045	CDS	762	dinG	3.1.-.-		3'-5' exonuclease DinG
ALLENOCK_02046	CDS	1134	dnaN		COG0592	Beta sliding clamp
ALLENOCK_02047	CDS	603				hypothetical protein
ALLENOCK_02048	CDS	1128	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
ALLENOCK_02049	CDS	1338	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
ALLENOCK_02050	CDS	915	gltX_2	6.1.1.17		Glutamate--tRNA ligase
ALLENOCK_02051	CDS	1281				hypothetical protein
ALLENOCK_02052	CDS	765	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
ALLENOCK_02053	CDS	1374	radA	3.6.4.-	COG1066	DNA repair protein RadA
ALLENOCK_02054	CDS	633				hypothetical protein
ALLENOCK_02055	CDS	1575		3.1.6.-		Ulvan-active sulfatase
ALLENOCK_02056	CDS	2589	clpB			Chaperone protein ClpB
ALLENOCK_02057	CDS	975				hypothetical protein
ALLENOCK_02058	CDS	507				hypothetical protein
ALLENOCK_02059	CDS	1080	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
ALLENOCK_02060	CDS	645				hypothetical protein
ALLENOCK_02061	CDS	1311	nupG_1			Nucleoside permease NupG
ALLENOCK_02062	CDS	729	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
ALLENOCK_02063	CDS	816	kdsA_2	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
ALLENOCK_02064	CDS	3807	metH	2.1.1.13	COG0646	Methionine synthase
ALLENOCK_02065	CDS	585	yigZ		COG1739	IMPACT family member YigZ
ALLENOCK_02066	CDS	2436	feoB		COG0370	Fe(2+) transporter FeoB
ALLENOCK_02067	CDS	1146				hypothetical protein
ALLENOCK_02068	CDS	1566				hypothetical protein
ALLENOCK_02069	CDS	921	rnz	3.1.26.11	COG1234	Ribonuclease Z
ALLENOCK_02070	CDS	465	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
ALLENOCK_02071	CDS	1404	nupG_2			Nucleoside permease NupG
ALLENOCK_02072	CDS	1944	btuB_6		COG4206	Vitamin B12 transporter BtuB
ALLENOCK_02073	CDS	2055	btuB_7			Vitamin B12 transporter BtuB
ALLENOCK_02074	CDS	807	rbn_1	3.1.26.11		Ribonuclease BN
ALLENOCK_02075	CDS	618				hypothetical protein
ALLENOCK_02076	CDS	453				hypothetical protein
ALLENOCK_02077	CDS	327	gdx			Guanidinium exporter
ALLENOCK_02078	CDS	1122				putative transporter
ALLENOCK_02079	CDS	96				hypothetical protein
ALLENOCK_02080	CDS	135				hypothetical protein
ALLENOCK_02081	CDS	1260	mdtK			Multidrug resistance protein MdtK
ALLENOCK_02082	CDS	624	vat_1	2.3.1.-		Virginiamycin A acetyltransferase
ALLENOCK_02083	CDS	828				hypothetical protein
ALLENOCK_02084	CDS	1269				hypothetical protein
ALLENOCK_02085	CDS	897	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ALLENOCK_02086	CDS	618	udk_2	2.7.1.48		Uridine kinase
ALLENOCK_02087	CDS	774	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
ALLENOCK_02088	CDS	771	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
ALLENOCK_02089	CDS	1131				hypothetical protein
ALLENOCK_02090	CDS	1038				hypothetical protein
ALLENOCK_02091	CDS	1170	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
ALLENOCK_02092	CDS	738	natR		COG3279	Transcriptional regulatory protein NatR
ALLENOCK_02093	CDS	1029				hypothetical protein
ALLENOCK_02094	CDS	858				hypothetical protein
ALLENOCK_02095	CDS	3153				TonB-dependent receptor P3
ALLENOCK_02096	CDS	1722				hypothetical protein
ALLENOCK_02097	CDS	924				hypothetical protein
ALLENOCK_02098	CDS	1356	ffh		COG0541	Signal recognition particle protein
ALLENOCK_02099	CDS	354	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
ALLENOCK_02100	CDS	849	panC	6.3.2.1	COG0414	Pantothenate synthetase
ALLENOCK_02101	CDS	3021				TonB-dependent receptor P26
ALLENOCK_02102	CDS	1545				hypothetical protein
ALLENOCK_02103	CDS	1017				hypothetical protein
ALLENOCK_02104	CDS	1200				hypothetical protein
ALLENOCK_02105	CDS	1362				hypothetical protein
ALLENOCK_02106	CDS	453				hypothetical protein
ALLENOCK_02107	CDS	1653	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
ALLENOCK_02108	CDS	1449	yfkN_2		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
ALLENOCK_02109	CDS	2979	nagZ_3	3.2.1.52		Beta-hexosaminidase
ALLENOCK_02110	CDS	2391				hypothetical protein
ALLENOCK_02111	CDS	2310	btuB_8			Vitamin B12 transporter BtuB
ALLENOCK_02112	CDS	1335	gdhA	1.4.1.3		NAD(P)-specific glutamate dehydrogenase
ALLENOCK_02113	CDS	1044	msrAB			Peptide methionine sulfoxide reductase MsrA/MsrB
ALLENOCK_02114	CDS	1647				hypothetical protein
ALLENOCK_02115	CDS	150				hypothetical protein
ALLENOCK_02116	CDS	549				hypothetical protein
ALLENOCK_02117	CDS	558				hypothetical protein
ALLENOCK_02118	CDS	408				hypothetical protein
ALLENOCK_02119	CDS	573				hypothetical protein
ALLENOCK_02120	CDS	315				hypothetical protein
ALLENOCK_02121	CDS	333				hypothetical protein
ALLENOCK_02122	CDS	1110				hypothetical protein
ALLENOCK_02123	CDS	615				hypothetical protein
ALLENOCK_02124	CDS	597				hypothetical protein
ALLENOCK_02125	CDS	156				hypothetical protein
ALLENOCK_02126	CDS	210				hypothetical protein
ALLENOCK_02127	CDS	342				hypothetical protein
ALLENOCK_02128	CDS	903				hypothetical protein
ALLENOCK_02129	CDS	252				hypothetical protein
ALLENOCK_02130	CDS	390				hypothetical protein
ALLENOCK_02131	CDS	240				hypothetical protein
ALLENOCK_02132	CDS	771				hypothetical protein
ALLENOCK_02133	CDS	336				hypothetical protein
ALLENOCK_02134	CDS	2826				hypothetical protein
ALLENOCK_02135	CDS	222				hypothetical protein
ALLENOCK_02136	CDS	1539				hypothetical protein
ALLENOCK_02137	CDS	1464				hypothetical protein
ALLENOCK_02138	CDS	522				hypothetical protein
ALLENOCK_02139	CDS	876				hypothetical protein
ALLENOCK_02140	CDS	876				hypothetical protein
ALLENOCK_02141	CDS	363				hypothetical protein
ALLENOCK_02142	CDS	408	ssb_2		COG0629	Single-stranded DNA-binding protein
ALLENOCK_02143	CDS	474				hypothetical protein
ALLENOCK_02144	CDS	366				hypothetical protein
ALLENOCK_02145	CDS	216				hypothetical protein
ALLENOCK_02146	CDS	450				hypothetical protein
ALLENOCK_02147	CDS	327				hypothetical protein
ALLENOCK_02148	CDS	927				hypothetical protein
ALLENOCK_02149	CDS	1683				hypothetical protein
ALLENOCK_02150	CDS	2202				hypothetical protein
ALLENOCK_02151	CDS	267				hypothetical protein
ALLENOCK_02152	CDS	471				hypothetical protein
ALLENOCK_02153	CDS	282				hypothetical protein
ALLENOCK_02154	CDS	393				hypothetical protein
ALLENOCK_02155	CDS	273				hypothetical protein
ALLENOCK_02156	CDS	234				hypothetical protein
ALLENOCK_02157	CDS	519				hypothetical protein
ALLENOCK_02158	CDS	810				hypothetical protein
ALLENOCK_02159	CDS	858				hypothetical protein
ALLENOCK_02160	CDS	642				hypothetical protein
ALLENOCK_02161	CDS	174				hypothetical protein
ALLENOCK_02162	CDS	741	rbn_2	3.1.26.11		Ribonuclease BN
ALLENOCK_02163	CDS	960				hypothetical protein
ALLENOCK_02164	CDS	285				hypothetical protein
ALLENOCK_02165	CDS	2019	smc			Chromosome partition protein Smc
ALLENOCK_02166	CDS	282				hypothetical protein
ALLENOCK_02167	CDS	237				hypothetical protein
ALLENOCK_02168	CDS	219				hypothetical protein
ALLENOCK_02169	CDS	414				hypothetical protein
ALLENOCK_02170	CDS	465				hypothetical protein
ALLENOCK_02171	CDS	435				hypothetical protein
ALLENOCK_02172	CDS	210				hypothetical protein
ALLENOCK_02173	CDS	234				hypothetical protein
ALLENOCK_02174	CDS	270				hypothetical protein
ALLENOCK_02175	CDS	1161	xerC_5			Tyrosine recombinase XerC
ALLENOCK_02176	CDS	615				hypothetical protein
ALLENOCK_02177	CDS	828				hypothetical protein
ALLENOCK_02178	CDS	3225				hypothetical protein
ALLENOCK_02179	CDS	417	mutT2	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 2
ALLENOCK_02180	CDS	762				hypothetical protein
ALLENOCK_02181	CDS	1890				hypothetical protein
ALLENOCK_02182	CDS	750				hypothetical protein
ALLENOCK_02183	CDS	414				hypothetical protein
ALLENOCK_02184	CDS	1056	garK	2.7.1.165	COG1929	Glycerate 2-kinase
ALLENOCK_02185	CDS	1788	lepA	3.6.5.-	COG0481	Elongation factor 4
ALLENOCK_02186	CDS	2973				hypothetical protein
ALLENOCK_02187	CDS	1851				hypothetical protein
ALLENOCK_02188	CDS	1917	kup			Low affinity potassium transport system protein kup
ALLENOCK_02189	CDS	1482				hypothetical protein
ALLENOCK_02190	CDS	123				hypothetical protein
ALLENOCK_02191	CDS	120				hypothetical protein
ALLENOCK_02192	CDS	1005	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
ALLENOCK_02193	CDS	2991	cpoB			Cell division coordinator CpoB
ALLENOCK_02194	tRNA	75				tRNA-Phe(gaa)
ALLENOCK_02195	CDS	660				hypothetical protein
ALLENOCK_02196	CDS	540				hypothetical protein
ALLENOCK_02197	CDS	753				hypothetical protein
ALLENOCK_02198	CDS	981				hypothetical protein
ALLENOCK_02199	CDS	312				hypothetical protein
ALLENOCK_02200	CDS	669				hypothetical protein
ALLENOCK_02201	CDS	333				hypothetical protein
ALLENOCK_02202	CDS	891				hypothetical protein
ALLENOCK_02203	CDS	480				hypothetical protein
ALLENOCK_02204	CDS	387				hypothetical protein
ALLENOCK_02205	CDS	957				hypothetical protein
ALLENOCK_02206	CDS	750				hypothetical protein
ALLENOCK_02207	CDS	369				hypothetical protein
ALLENOCK_02208	CDS	495				hypothetical protein
ALLENOCK_02209	CDS	525				hypothetical protein
ALLENOCK_02210	CDS	720				hypothetical protein
ALLENOCK_02211	CDS	732				hypothetical protein
ALLENOCK_02212	CDS	1083				hypothetical protein
ALLENOCK_02213	CDS	1092				hypothetical protein
ALLENOCK_02214	CDS	1011				hypothetical protein
ALLENOCK_02215	CDS	606				hypothetical protein
ALLENOCK_02216	CDS	1437				hypothetical protein
ALLENOCK_02217	CDS	1758				hypothetical protein
ALLENOCK_02218	CDS	381				hypothetical protein
ALLENOCK_02219	CDS	1413				hypothetical protein
ALLENOCK_02220	CDS	297				hypothetical protein
ALLENOCK_02221	CDS	948				hypothetical protein
ALLENOCK_02222	CDS	189				hypothetical protein
ALLENOCK_02223	CDS	654				hypothetical protein
ALLENOCK_02224	CDS	252				hypothetical protein
ALLENOCK_02225	CDS	654				hypothetical protein
ALLENOCK_02226	CDS	396				hypothetical protein
ALLENOCK_02227	CDS	666				hypothetical protein
ALLENOCK_02228	CDS	558				hypothetical protein
ALLENOCK_02229	CDS	591				hypothetical protein
ALLENOCK_02230	CDS	783				hypothetical protein
ALLENOCK_02231	CDS	768				hypothetical protein
ALLENOCK_02232	CDS	666				hypothetical protein
ALLENOCK_02233	CDS	402				hypothetical protein
ALLENOCK_02234	CDS	2757				hypothetical protein
ALLENOCK_02235	CDS	654				hypothetical protein
ALLENOCK_02236	CDS	942	trxB	1.8.1.9	COG0492	Thioredoxin reductase
ALLENOCK_02237	CDS	366				hypothetical protein
ALLENOCK_02238	CDS	447				hypothetical protein
ALLENOCK_02239	CDS	2493		5.1.1.1		Alanine racemase
ALLENOCK_02240	CDS	1401	ygcS			Inner membrane metabolite transport protein YgcS
ALLENOCK_02241	CDS	231				hypothetical protein
ALLENOCK_02242	CDS	804	tatC			Sec-independent protein translocase protein TatC
ALLENOCK_02243	CDS	210	tatA			Sec-independent protein translocase protein TatA
ALLENOCK_02244	CDS	777	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
ALLENOCK_02245	CDS	924	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
ALLENOCK_02246	CDS	2133	rho	3.6.4.-		Transcription termination factor Rho
ALLENOCK_02247	CDS	897	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
ALLENOCK_02248	CDS	846	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
ALLENOCK_02249	CDS	1137	bioF_2	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
ALLENOCK_02250	CDS	1395				hypothetical protein
ALLENOCK_02251	CDS	627	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
ALLENOCK_02252	CDS	702	rnd	3.1.13.5		Ribonuclease D
ALLENOCK_02253	CDS	198				hypothetical protein
ALLENOCK_02254	CDS	2604	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
ALLENOCK_02255	CDS	186				hypothetical protein
ALLENOCK_02256	CDS	2574	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
ALLENOCK_02257	CDS	525	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
ALLENOCK_02258	CDS	699	yiaD		COG2885	putative lipoprotein YiaD
ALLENOCK_02259	CDS	1653	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ALLENOCK_02260	CDS	126				hypothetical protein
ALLENOCK_02261	CDS	702				hypothetical protein
ALLENOCK_02262	CDS	195				hypothetical protein
ALLENOCK_02263	CDS	213				hypothetical protein
ALLENOCK_02264	CDS	705				hypothetical protein
ALLENOCK_02265	CDS	570				hypothetical protein
ALLENOCK_02266	CDS	690	ktrA		COG0569	Ktr system potassium uptake protein A
ALLENOCK_02267	CDS	2256	dnaG_1	2.7.7.-		DNA primase
ALLENOCK_02268	CDS	957	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
ALLENOCK_02269	CDS	1122				hypothetical protein
ALLENOCK_02270	CDS	3063	addB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
ALLENOCK_02271	CDS	1116	hemW		COG0635	Heme chaperone HemW
ALLENOCK_02272	CDS	474	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
ALLENOCK_02273	CDS	693	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
ALLENOCK_02274	CDS	474				hypothetical protein
ALLENOCK_02275	CDS	1218				hypothetical protein
ALLENOCK_02276	CDS	963				hypothetical protein
ALLENOCK_02277	tRNA	89				tRNA-Ile(aat)
ALLENOCK_02278	CDS	252				hypothetical protein
ALLENOCK_02279	CDS	309				hypothetical protein
ALLENOCK_02280	CDS	279				hypothetical protein
ALLENOCK_02281	CDS	201				hypothetical protein
ALLENOCK_02282	CDS	372				hypothetical protein
ALLENOCK_02283	CDS	633				hypothetical protein
ALLENOCK_02284	CDS	240				hypothetical protein
ALLENOCK_02285	CDS	420	xerD_4			Tyrosine recombinase XerD
ALLENOCK_02286	CDS	150				hypothetical protein
ALLENOCK_02287	CDS	423				hypothetical protein
ALLENOCK_02288	CDS	3657				hypothetical protein
ALLENOCK_02289	CDS	2688				hypothetical protein
ALLENOCK_02290	CDS	1449				hypothetical protein
ALLENOCK_02291	CDS	624				hypothetical protein
ALLENOCK_02292	CDS	903				hypothetical protein
ALLENOCK_02293	CDS	759				hypothetical protein
ALLENOCK_02294	CDS	465				hypothetical protein
ALLENOCK_02295	CDS	192				hypothetical protein
ALLENOCK_02296	CDS	270				hypothetical protein
ALLENOCK_02297	CDS	252				hypothetical protein
ALLENOCK_02298	CDS	204				hypothetical protein
ALLENOCK_02299	CDS	3297	dnaG_2	2.7.7.-		DNA primase
ALLENOCK_02300	CDS	381				hypothetical protein
ALLENOCK_02301	CDS	378				hypothetical protein
ALLENOCK_02302	CDS	363				hypothetical protein
ALLENOCK_02303	CDS	168				hypothetical protein
ALLENOCK_02304	CDS	318				hypothetical protein
ALLENOCK_02305	CDS	195				hypothetical protein
ALLENOCK_02306	CDS	243				hypothetical protein
ALLENOCK_02307	CDS	1575				hypothetical protein
ALLENOCK_02308	CDS	195				hypothetical protein
ALLENOCK_02309	CDS	606				hypothetical protein
ALLENOCK_02310	CDS	324				hypothetical protein
ALLENOCK_02311	CDS	1686				hypothetical protein
ALLENOCK_02312	CDS	2379				hypothetical protein
ALLENOCK_02313	CDS	219				hypothetical protein
ALLENOCK_02314	CDS	2001				hypothetical protein
ALLENOCK_02315	CDS	1581				hypothetical protein
ALLENOCK_02316	CDS	1761				hypothetical protein
ALLENOCK_02317	CDS	150				hypothetical protein
ALLENOCK_02318	CDS	207				hypothetical protein
ALLENOCK_02319	CDS	2148	recD2_3	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
ALLENOCK_02320	CDS	891				hypothetical protein
ALLENOCK_02321	CDS	435				hypothetical protein
ALLENOCK_02322	CDS	528	rhaS_4			HTH-type transcriptional activator RhaS
ALLENOCK_02323	CDS	2067	btuB_9			Vitamin B12 transporter BtuB
ALLENOCK_02324	CDS	1080				hypothetical protein
ALLENOCK_02325	CDS	975				hypothetical protein
ALLENOCK_02326	CDS	1008				hypothetical protein
ALLENOCK_02327	CDS	108				hypothetical protein
ALLENOCK_02328	CDS	411				hypothetical protein
ALLENOCK_02329	CDS	699	yohK		COG1346	Inner membrane protein YohK
ALLENOCK_02330	CDS	1110	prfA		COG0216	Peptide chain release factor 1
ALLENOCK_02331	CDS	834	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
ALLENOCK_02332	CDS	1251	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
ALLENOCK_02333	CDS	1206				hypothetical protein
ALLENOCK_02334	CDS	858	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
ALLENOCK_02335	CDS	1347				hypothetical protein
ALLENOCK_02336	CDS	1380				hypothetical protein
ALLENOCK_02337	CDS	294				hypothetical protein
ALLENOCK_02338	CDS	1617	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
ALLENOCK_02339	CDS	1461				hypothetical protein
ALLENOCK_02340	CDS	1245				hypothetical protein
ALLENOCK_02341	CDS	1062				hypothetical protein
ALLENOCK_02342	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
ALLENOCK_02343	CDS	996				hypothetical protein
ALLENOCK_02344	CDS	339				hypothetical protein
ALLENOCK_02345	CDS	2109				hypothetical protein
ALLENOCK_02346	CDS	378	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
ALLENOCK_02347	CDS	582	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
ALLENOCK_02348	tRNA	72				tRNA-Gln(ctg)
ALLENOCK_02349	CDS	570				hypothetical protein
ALLENOCK_02350	CDS	1062				hypothetical protein
ALLENOCK_02351	CDS	600				hypothetical protein
ALLENOCK_02352	CDS	984	mshD	2.3.1.189		Mycothiol acetyltransferase
ALLENOCK_02353	CDS	210				hypothetical protein
ALLENOCK_02354	CDS	633				hypothetical protein
ALLENOCK_02355	CDS	1785				hypothetical protein
ALLENOCK_02356	CDS	789				hypothetical protein
ALLENOCK_02357	CDS	315				hypothetical protein
ALLENOCK_02358	CDS	228				hypothetical protein
ALLENOCK_02359	CDS	480				hypothetical protein
ALLENOCK_02360	CDS	309				hypothetical protein
ALLENOCK_02361	CDS	612	ydeA	3.2.-.-	COG0693	putative protease YdeA
ALLENOCK_02362	CDS	273				hypothetical protein
ALLENOCK_02363	CDS	153				hypothetical protein
ALLENOCK_02364	CDS	447				hypothetical protein
ALLENOCK_02365	CDS	1053				hypothetical protein
ALLENOCK_02366	CDS	393				hypothetical protein
ALLENOCK_02367	CDS	552	act	3.-.-.-		Methanol dehydrogenase activator
ALLENOCK_02368	CDS	879				hypothetical protein
ALLENOCK_02369	CDS	2208	relA_2	2.7.6.5	COG0317	GTP pyrophosphokinase
ALLENOCK_02370	CDS	645	engB		COG0218	putative GTP-binding protein EngB
ALLENOCK_02371	CDS	720	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
ALLENOCK_02372	CDS	1704	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
ALLENOCK_02373	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
ALLENOCK_02374	CDS	624	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
ALLENOCK_02375	CDS	606	thiE_2	2.5.1.3		Thiamine-phosphate synthase
ALLENOCK_02376	CDS	201				hypothetical protein
ALLENOCK_02377	CDS	813	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
ALLENOCK_02378	CDS	267				hypothetical protein
ALLENOCK_02379	CDS	828	yafV	3.5.1.3		Omega-amidase YafV
ALLENOCK_02380	CDS	516				hypothetical protein
ALLENOCK_02381	CDS	360				hypothetical protein
ALLENOCK_02382	CDS	504				hypothetical protein
ALLENOCK_02383	CDS	1035				hypothetical protein
ALLENOCK_02384	CDS	558				hypothetical protein
ALLENOCK_02385	CDS	1803				hypothetical protein
ALLENOCK_02386	CDS	2214				hypothetical protein
ALLENOCK_02387	CDS	597	vraR_1			Response regulator protein VraR
ALLENOCK_02388	CDS	702				hypothetical protein
ALLENOCK_02389	CDS	2628	valS	6.1.1.9		Valine--tRNA ligase
ALLENOCK_02390	CDS	582	rnfA	7.2.1.2	COG4657	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A
ALLENOCK_02391	CDS	588	rnfE	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
ALLENOCK_02392	CDS	672	rnfG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
ALLENOCK_02393	CDS	954	rnfD	7.2.1.2	COG4658	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
ALLENOCK_02394	CDS	1362	rnfC	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
ALLENOCK_02395	CDS	906	rnfB	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
ALLENOCK_02396	CDS	429				hypothetical protein
ALLENOCK_02397	CDS	1248				hypothetical protein
ALLENOCK_02398	CDS	1269	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
ALLENOCK_02399	CDS	465	perR_2		COG0735	Peroxide-responsive repressor PerR
ALLENOCK_02400	CDS	2478	mutS2	3.1.-.-		Endonuclease MutS2
ALLENOCK_02401	CDS	732				hypothetical protein
ALLENOCK_02402	CDS	1338	gdhB	1.4.1.2		NAD-specific glutamate dehydrogenase
ALLENOCK_02403	CDS	426				hypothetical protein
ALLENOCK_02404	CDS	1059	eis	2.3.1.-		N-acetyltransferase Eis
ALLENOCK_02405	CDS	897				hypothetical protein
ALLENOCK_02406	CDS	669	cutD_2	1.97.1.-		Choline trimethylamine-lyase activating enzyme
ALLENOCK_02407	CDS	798				hypothetical protein
ALLENOCK_02408	CDS	756				hypothetical protein
ALLENOCK_02409	CDS	783				hypothetical protein
ALLENOCK_02410	CDS	180				hypothetical protein
ALLENOCK_02411	CDS	954	xerC_6			Tyrosine recombinase XerC
ALLENOCK_02412	CDS	1626	xerC_7			Tyrosine recombinase XerC
ALLENOCK_02413	CDS	477				hypothetical protein
ALLENOCK_02414	CDS	873	dnaG_3	2.7.7.-		DNA primase
ALLENOCK_02415	CDS	675				hypothetical protein
ALLENOCK_02416	CDS	567				hypothetical protein
ALLENOCK_02417	CDS	1011				hypothetical protein
ALLENOCK_02418	CDS	1191				hypothetical protein
ALLENOCK_02419	CDS	324				hypothetical protein
ALLENOCK_02420	CDS	624				hypothetical protein
ALLENOCK_02421	CDS	1011				hypothetical protein
ALLENOCK_02422	CDS	804				hypothetical protein
ALLENOCK_02423	CDS	2508				hypothetical protein
ALLENOCK_02424	CDS	318				hypothetical protein
ALLENOCK_02425	CDS	357				hypothetical protein
